time,humidity,pressure,temperature
06/01 22:50,77,1006.3,28.9
06/01 23:00,77,1006.1,28.9
06/01 23:10,77,1005.9,28.9
06/01 23:20,77,1006.0,28.9
06/01 23:30,78,1006.0,28.8
06/01 23:40,79,1005.9,28.6
06/01 23:50,80,1005.9,28.4
06/02 00:00,79,1006.0,28.5
06/02 00:10,79,1006.0,28.6
06/02 00:20,80,1005.9,28.4
06/02 00:30,83,1006.1,28.0
06/02 00:40,84,1006.0,27.8
06/02 00:50,85,1006.0,27.7
06/02 01:00,85,1006.1,27.6
06/02 01:10,86,1006.1,27.6
06/02 01:20,86,1006.1,27.5
06/02 01:30,86,1006.0,27.4
